text,label,char_len,word_count
konečně nůž na papír který krájí a nežvýká,1,42,8
lze jen doporučit,1,17,3
rovný a čistý řez,1,17,4
10 - 15 80g papírů bez problémů,1,31,7
Robustná rezačka pomerne dobrej kvality,1,39,5
Funguje na 80%.,1,15,3
"Funguje na 80% (kolmost, přiléhání nože a pravítka)",0,51,8
Lehké ovládání a skladnost. Zatím funguje dobře...,1,50,7
Nůž by se mohl dát více zvednout.,0,33,7
super presny rezac,1,18,3
myslim ze nie su :),0,19,5
Řeže výborně jeden list 300 g kartonu nebo až tři listy 80 g papíru.,1,68,14
"Při větším počtu listů 80 g papíru (4 až 10) není okraj řezu zcela hladký. Nejvíce mě zklamalo, že se mi nedaří vždy držet pravý úhel. Nevím, jestli to je mojí nešikovností nebo nedokonalostí řezačky, ale je to tak.",0,215,39
super řeže,1,10,2
"zatím řeže, kdy začne pidlat se teprve uvidí",1,44,8
"člověk musí koukat na to, co řeže",0,33,7
"chtělo by to ještě trpaslíka, který bude pracovat za mne",0,56,10
Krásný rovný řez,1,16,3
Možnost dotažení nože,1,21,3
Dokaze rezat,1,12,2
"Neda se pouzivat jen jednou rukou, protoze je nuz tak natesno, ze pri zvedani zvedate celou rezacku misto aby se jen zvedal nuz.",0,128,23
Nejasna linie rezu. Reze asi milimetr od mista kde by clovek cekal ze bude rezat.,0,81,15
Maximálně spokojen.,1,19,2
"výborné, nemám výhrady",1,22,3
používám 14 dní a jsem spokojená,1,32,6
"řez je přesný, hladký",1,21,4
práce se řezačkou rychlá a bezpečná,1,35,6
pro domácnost a malou kancelář stačí,1,36,6
skladná,1,7,1
žádné jsem neshledala,0,21,3
mozem len odporucit,1,19,3
ostrie noza ostava excelentne aj po viacerych rezoch hrubsich vrstiev papiera. Velka spokojnost.,1,96,13
"Nie je mozne presne urcit, kadial pojde rez. Treba cas a dobre oko.",0,67,13
krasne hladky rez,1,17,3
"tazko identifikovatelne miesto rezu (rezacka nema ziadnu rysku znazornujucu kadial pojde rez), co bol dovod preco som rezacku musel vratit",0,138,20
Krája skvele,1,12,2
"výborná sluchátka, skvělý zvuk",1,30,4
je potřeba zakoupit prodlužovačku jack 3.5,0,42,6
za mně OK,1,9,3
více dbát na zacházení,0,22,4
"Pěkný zvuk. Lepší než některá ""studiová"" sluchátka.",1,51,7
"Kratký tenký kabel, chabá konstrukce.",0,37,5
"Perfektni zvuk, dobre vysky, vhodne pro rockovou hudbu, pohodlne, skladaci, pro domaci poslech vynikajici",1,105,14
"Malo tlumi hluk z okoli, pousti zvuk dost ven, nevhodne do kancelare (rusi ostatni pri hlasitejsim poslechu), nebo do metra (vnejsi hluk narusuje poslech)",0,154,24
"velmi lehké, výborný zvuk",1,25,4
"Otevřená, takže se vám nepotí uši anii po 5+ hodinách používání.",1,64,11
Silné basy. Krátký kabel,0,24,4
"Dostatečně velké náušníky, vleze se mi do nich celé ucho.",1,57,10
Nízké polstrování. Reproduktory přes náušníky lehce tlačí na ucho.,0,66,9
pekny a dobre hrajici,1,21,4
po týdnu se mi rozjel kabel v rozvětvení,0,40,8
Skvělý Zvuk,1,11,2
Příjemné na uších i po dlouhém nošení,1,37,7
Za tu cenu příjemný zvuk,1,24,5
Tenounký kablík,0,15,2
Přebasované jako všechny KOSSy,0,30,4
Velmi dobrá sluchátka!,1,22,3
Hodne basu/vysek - pro me idealni,1,33,6
dobre sedi,1,10,2
kratky kabel,0,12,2
Výborný zvuk,1,12,2
dobre sedia na ušiach,1,21,4
rýchlo sa rozbijú,1,17,3
Ked sa budete hrať týžden z equalizérom aspon niečo z toho vylezie ale katastrofa,1,81,14
Ked chcete kukať filmy alebo hrať hry tak nato vám postačia :D,1,62,12
Hrozné výšky basy a stredy,0,26,5
Moje 8 ročné staré Razerky hrajú lepšie,0,39,7
40 euro za toto vyhodené peniaze,0,32,6
"Zvuk dobry ,pohodlne na nosenie",1,31,5
Konektor a kable su šunt tenke a konektor nedrži,0,48,9
"Asi najdôležitejšie čo ma prekvapilo,lebo mám už 8sluchátka doma,že absolutne nevydávajú žiadne zvuky,ako od plastov a rôzne vrzanie.Sluchátka hrajú krásne čisto, pokiaľ milujete basy a výšky,basy niesú veľmi výrazné,ale nie sú zase špatné. Perfektne sedia na hlave a myslím,že KOSS,si zasluži pochvalu.Cena-kvalita ok.",1,319,43
"basy trooošičku ,menšie,ale nie špatné..",0,40,5
pohodlne,1,8,1
průměrný zvuk,0,13,2
Perfektní zvuk,1,14,2
Skoro nic neváží,1,16,3
Oceňuji možnost sklopení rámu dozadu za hlavu,1,45,7
"Mohl by být malinko delší kabel, ale to se dá vyřešit prodloužením",0,66,12
Cena. Vrácení peněz po zjištění závady.,1,39,6
"Zboží jsem kupoval jako zánovní s tím, že bylo zkontrolováno a je plně funkční. Pravděpodobně nebylo. Záhy po převzetí jsem zjistil, že ""chrastí"" pravé sluchátko :-(  Kladně kvituji, že mi byla bez komplikacení ihned vrácena kupní cena.",0,236,37
Klasika ála Koss....,1,20,3
lepsi slychatka jsem jeste nenasel :),1,37,6
"Dobře drží na hlavě, netlačí na sluneční brýle, jsou skladné.",1,61,10
kabel vydrží cca 2 roky a pak je třeba nový.,0,44,10
"kvalitní zvuk, o trochu dunivější než mají porta pro, což mi vyhovuje",1,69,12
"pevnější konstrukce než mají porta pro - člověk se s tím nebojí zacházet trochu méně šetrněji, aniž by se bál, že něco praskne",1,126,23
sjíždějí mi jezdci pro nastavení velikosti sluchátek,0,52,7
"na  hlavu více tlačí, tj. jsou o něco méně ""pohodlná"" než porta pro",0,67,13
spokojeneost maximální,1,22,2
zatím nevím,0,11,2
"super běhací sluchátka, kabel tak akorát",1,40,6
"kdyby bylo v originálním balení více té pěny na sluchátka, bylo by to lepší",0,75,14
Chatrná konstrukce,0,18,2
"60ohm, skladacia konstrukcia, aj za hlavu, relativne vyrovnane stredy, 30mm menice, zalomeny jack, pomer cena/vykon",1,115,15
"tenke kable trcia z oboch menicov, nie teda len z jednej strany, zvyraznena basova zlozka, potreba standardne rozohrat, zavisle od kvality zdroja hudby, penove nausniky je nutne menit cca raz za rok(aj ked su neznicene), material nausnikov po roku starne a straca akusticke vlastnosti, co sa prejavi na vyslednej kvalite reprodukcie",0,332,51
šikovne sa dá zložiť,1,20,4
elegantny a dobre drží na hlave,1,31,6
horko ťažko vtrepete do vrecúžka,0,32,5
Naprosto plastový a huhňavý zvuk!!!! Nekupovat. Já je obratem vracím a se značkou Koss končím.,0,94,15
Vysoce kvalitní zvuk.,1,21,3
Poslech z CD se všemi detaily,1,29,6
Dobře sedí na uších.,1,20,4
Dobře izoluje od okolního zvuku,1,31,5
Kvalita zvuku je průměrná.,0,26,4
naprosto top sluchátka v téhle cenové kategorii,1,47,7
po pár letech se začnou drolit náušníky,0,39,7
pohodlné i při delším používání,1,31,5
kvalitní vyrovnaný zvuk,1,23,3
menší a větší jack,1,18,4
doživotní záruka,1,16,2
potah a povrch mušlí,0,20,4
Veliká spokojenost,1,18,2
Dobrý zvuk v rámci možností,1,27,5
Dobře padnoucí,1,14,2
Kabel do jediné mušle,1,21,4
"Pofidérní povrch náušníků, prý se poměrně brzy začíná odlupovat",0,63,9
"Uchycení hlavového mostu (doživotní záruka prý?!?, trochu přehnaně sebevědomé)",0,78,9
Sluchátka úplně vyhovují .,1,26,4
pohodlné i při delším nošení,1,28,5
redukce i na menší jack,1,23,5
Dostačující.,1,12,1
"Odchází pogumovaná vrstva na mušlích, nedají se koupit náhradní.",0,64,9
"nevím zda jsem obdržel špatný kus, ale zvuk je katastrofa",0,57,10
"jsou malé, sotva je dám přes uši",0,32,7
"od teto značky jsem čekal lepší zvuk, zní jak sluchátka za 100kc",0,64,12
otřesná kvalita tváří se profi ale zní příšerně dají se sehnat lepší sluchátka levěji,0,85,14
super sedí a netlačí,1,20,4
dobre vysky a stredy,1,20,4
nemoznost ovladani hlasitosti na kabelu,0,39,5
malo bassu,0,10,2
kvalitní přenos zvuku,1,21,3
nastavitelné,1,12,1
"dostatečně velké mušle, netlačí na uši i při delším používání",1,61,10
potah mušlí,0,11,2
Skvělý zvuk a pohodlne,1,22,4
"Pohodlná, netlačí",1,17,2
Příjemný zvuk,1,13,2
Poměr cena vs výkon super,1,25,5
Dostatečně dlouhý kabel,1,23,3
Koupil jsem je podruhé,1,22,4
"Před 1,5 rokem za 1045 Kč, teď za 438 Kč",1,40,10
"Po 1,5 roku denního používání se trochu loupe polstrování sluchátek",0,67,10
"dobře sedí, netlačí ani při delším nošení",1,41,7
na tak levná sluchátka kvalitní a dlouhý kabel,1,46,8
slabá aretace nastavování polohy,0,32,4
v cenové kategorii výborné,1,26,4
Za ty penize hraji slusne,1,25,5
Pekne basy,1,10,2
Dlouhy drat,1,11,2
Vše OK. Dobře sedí na hlavě.,1,28,6
Krásný basy. Plný zvuk. Zkratka známá značka,1,44,7
Snad v tom vydržím 4  h hrát... Dost se potí uši,0,48,11
babička slyší televizi,1,22,3
krátký kabel,0,12,2
Skvělé!,1,7,1
"dobře sedí na hlavě, přítlak je tak akorát (ani moc silný, ani moc slabý)",1,73,14
"velké mušle, do kterých se vejdou i velké uši",1,45,9
slušná izolace okolí před zvukem sluchátek,1,42,6
basy příliš zdůrazněné (ale dá se s tím žít),0,44,9
na slabších zařízeních jsou oproti UR/40 relativně tiché (například dálkový ovladač k Nvidia Shield TV),0,103,15
cena vykon na pohodu,1,20,4
Velmi spatny zvuk. Zni to jak ze sluchatek za 100Kc. U televize mam jine sluchatka a hrajou mnohem lepe a stali polovinu. Cekal jsem od KOSS alespon trochu kvality,0,163,29
"Sluchátka hrají parádně, očekával jsem to od nich. KOSS je dobrá značka. Cenově to není nejhorší.",1,97,16
"co na to povedat za tu cenu vyborne sluchatka aj ked naozaj tie basy a vysky su o nicom ale doladia to dobre stredy,   hlavne je to o zvyku uz som si na ne zvykol a su super... na usiach netlacia a vyzeraju byt kvalitne uvidime o rok :)",1,236,49
asi len to ze nieje regulacia volume na kabli,0,45,9
"lehké, velké, basové, dobrý poměr výkon/cena pro BĚŽNÉ posluchače",1,65,9
"smiřte se s tím, že pokud je budete mít na hlavě, budete vypadat jako princezna Leia...:-)",0,90,16
"Je to vtipné, ale je to tak!",0,28,7
Netlaci na hlave,1,16,3
Dobry pomer cena / vykon,1,24,5
Dlouhy kabel,1,12,2
Jen pro domaci poslech,0,22,4
Hrají slušně. Jsou celkem odolné - několikrát upadly a stále žijí :),1,68,12
"Po čase se začal drolit molitan a později i ta koženka okolo. Koženka se dá sehnat na ebay, 150Kč pár, výměna však není úplně jednoduchá.",0,137,25
Uspokojivá hlasitost.,1,21,2
Velice kvalitní kabel.,1,22,3
Nebolí z nich hlava.,1,20,4
Příjemně to padne.,1,18,3
Skvělej materiál.,1,17,2
Hezkej design.,1,14,2
Dobré bassy.,1,12,2
Pro někoho možná cena.,0,22,4
uši netlačí ani s brýlemi,1,25,5
"Skvělý zvuk, dlouhý kabel, pohodlné.",1,36,5
Podle me nejlepsi sluchátka v poměru cena/výkon u nas.,1,54,9
"Jsou pohodlne, daji se nosit cely den a nebolí vas uši ani nic jiného.",1,70,14
Zvuk parádní.,1,13,2
dobré basy,1,10,2
perfektně sedí na hlavě i na uších,1,34,7
pořádný kabel,1,13,2
"trochu plechový zvuk, ale za tu cenu super",0,42,8
nemá ovládání hlasitosti na kabelu,0,34,5
po roce se přetrhl kabel,0,24,5
Vynikající zvuk!,1,16,2
Žádné zápory jsem nenašel,0,25,4
solidní kvalita zvuku,1,21,3
celkem příjemné náušníky,1,24,3
izoluje hluk okolí,1,18,3
osvědčené uživateli,1,19,2
redukce v balení,1,16,3
"dlouhý kabel 2,5 m",1,18,4
snadno nastavitelné,1,19,2
výborná výprodejová cena,1,24,3
slabší basy i výšky,0,19,4
méně přesný přednes,0,19,3
ne moc kvalitní náušníky (brzy se oloupou),0,42,7
chybí regulace hlasitosti,0,25,3
jen průměrná kvalita provedení,0,30,4
"výborně sedí na uších, netlačí",1,30,5
příjemný zvuk,1,13,2
poměrně dobře tlumí okolní ruchy,1,32,5
poměrně tuhý kabel,0,18,3
je nutné pokaždé nastavovat délku náušníků,0,42,6
"Dobře padnou, izolují od okolního ruchu.",1,40,6
výborné odizolování okolního hluku,1,34,4
"zvuk, zpracování, cena",1,22,3
Poslech je dokonalý doporučuji,1,30,4
Pohodlnost,1,10,1
Kabel akorátní velikosti,1,24,3
Tak zápor jsem nenašel :-),0,26,5
"Poměr cena/kvalita, celé uši zapadnou do sluchátek (žádné rušení okolní zvuky).",1,79,11
Žádné jsem zatím neshledal,0,26,4
"Je to dosud nerozbalený dárek od Ježíška, takže ho nebudu hodnotit já",1,69,12
Sám jsem se řídil recenzemi a v této cenové kategorii jsem je považoval za ideální,1,82,15
Kategorický požadavek dcery byl dobré odstínění od vnějšího hluku a to si dřívější majitelé pochvalovali nejvíc,1,111,16
Udávané rozpětí přenášeného pásma frekvencí je slušné,1,53,7
Hodnocení odráží mé očekávání,1,29,4
Zatím o žádných nevím.,0,22,4
Perfektně sedí na uších. Měl jsem strach aby mi seděli na hlavě mám menší obvod (54cm) a je to skvělé. Občas je mám i když jdu spát a dá se v nich i ležet na polštáři. Zvukově mě překvapily. Hrají skvěle a kdo tvrdí že nee tak ať si laskavě připlatí a koupí si profi sluchátka. Na poslech doma i cestou venku do práce jsou parádní ! Doporučuji za ty peníze HODNĚ muziky !,1,371,74
super zvuk,1,10,2
cena/výkon/kvalita,1,18,1
pořízeno kvůli pohodlnosti při dlouhém použití u PC. Tento požadavek splňují.,1,77,11
"spokojenost, dobře tlumí okolní ruch, zvuk vzhledem k ceně kvalitní. Pohodlné",1,77,11
Výborně drží na hlavě,1,21,4
Dobře hrajou,1,12,2
Kvalita/cena  v pořádku.,1,24,3
Kryjí zvuk zvenčí,1,17,3
vyvážené výšky a hloubky,1,24,4
nebolí z nich uši,1,17,4
když je připojíte na kombo tak nezjreslují zvuk kytary což je mastakilla ;),1,75,13
když chcete sluchatka na bezne nosení tak jsou celkem dobry ale kdz si je date na krk tak mate pocit že jste žirafa ...,0,119,24
"Výborné basy, nekroutící se šňůra, pohodlné nošení, dobrá cena.",1,63,9
"Zatím se sice plášť na polstrování kolem uší nijak nepoškodil, ale čekám jen na to, kdy se mi brýle při sundávání o něj zachytí a protrhnou jej.",0,144,27
skvělé odhlučnění,1,17,2
čekala jsem lepší basy,0,22,4
"V této cenové relaci jsou sluchátka velmi kvalitní. Měl jsem kdysi od Kossu sluchátka asi za 3 tisíce a nebyl jsem tak spokojen, jako s těmito. Jen vřele doporučuji.",1,165,29
"• Hlavový most je velmi pružný, což je výhodou oproti tuhým pevným hlavovým mostům, které nemám rád a praskají. Tento ne.",1,121,21
• Délka kabelu naprosto dostatečná.,1,35,5
• Dobře izolují zvuky z okolí - výborné pro domácí poslech hudby a hraní her. Na filmy si raději ale přepnu na repro soustavu.,1,126,24
krásně sedí na uších - lahůdka,1,30,6
kabel dlouhý,1,12,2
celkově SUPER sluchátka za tu cenu,1,34,6
"možná slabší středy a basy než jsem čekal,ale předtím jsem měl technics , takže jsem slabší zvuk předpokládal.... :)",0,116,19
Ohebný konektor co se neláme,1,28,5
"Snad až přílišná izolace od světa,když si je nasadím.:-)",0,56,9
lehká a bytelná konstrukce,1,26,4
výkon/cena,1,10,1
výborná zvuková izolace od okolí,1,32,5
zvuk není nic extra,0,19,4
nižší basy,0,10,2
žádný...,0,8,1
dobré sluchátka za dobrou cenu,1,30,5
pro malé hlavy nevhodné,0,23,4
zvuk vzhledem k ceně,1,20,4
"mám je v práci na přehlušení kolegů tichou hudbou - funguje to super (uazvařeá konstrukece). Po dobu 2 hodin v kuse jsou velmi pohodlné (lehké, netlačí, překryté celé ucho, dobrý zvuk - řadím se mezi lehce náročnější posluchače).",1,229,38
při větší hlasitosti se musí malinko vytáhnout basy. (běžný posluchač/manželka/kolega nepozná/nepoznala),0,104,11
"při sundání z hlavy a odložení na stůl nedrží nastavení ""oblouku"". odkládám na jakýsi stojánek, který byl v krabici - nastavení drží. = oblouk musí být stále lehce napružen, aby se nastavení nepřenastavilo.",0,206,33
"po 4-5 hodinách pocit pocení uší (uzavřená konstrukce, kterou jsem ale chtěl pro odclonění hluku) jaké to bude v létě - zatím netuším.",0,134,23
Luxus,1,5,1
"Nevím, zda jsou tato sluchátka dokonalá, ale dala jsem hodnocení výborná, jelikož jsou dle mého názoru naprosto super",1,117,18
"snad jen drobnost, že chybí kolečko k ovládání hlasitosti",0,57,9
za ty peníze VELMI dobrý zvuk,1,29,6
"vejdou se do nich celé uši, takže jsou pohodlné",1,47,9
nastavená velikost náhlavníku se po sundání z hlavy posouvá,0,59,9
"Úžasná sluchátka, neslyšíte okolí a okolí neslyší vás!",1,54,8
Nic jsem nenašel.,0,17,3
"Nádherně hrají, vůbec z nich nebolí uši, dobře těsní od okolních zvuků. Zatím vše ok",1,84,15
"Myslím,  že se po čase začnou loupat těsnící molitany, vypadají, že jsou z velmi slabého materiálu, ale na druhou stranu nejsou to sluchátka za 4000, ale za 700Kč",0,162,28
"velmi slušný zvuk za dobrou cenu, slyším i co jsem dříve s peckami neslyšel!",1,76,14
jemná koženka okolo sluchátek - lepší bude si asi připlatit za doživotní záruku (k výměně při častějším používání),0,114,18
príjemné aj pri dlhšom používaní,1,32,5
dlhý kábel,1,10,2
neustále vypadávanie pravého kanálu,0,35,4
Pomerne dlhý a robustný kábel.,1,30,5
"Kábel je nerozvetvený, vychádza len z ľavého slúchadla čo je obrovské plus.",1,75,12
"Kvalitný zvuk, doslova za málo peňazí veľa muziky.",1,50,8
"Kvalitný jack plus v balení je aj 6,3 redukcia.",1,47,9
Vydržia mi vždy cca 6-7 rokov takže tá životnosť je super.,1,58,11
Dizajn je trochu smiešny a zastaralý ale pokiaľ s nimi neplánujete oslňovať ženské na ulici tak pohoda :),0,105,18
Polstrovanie - pri dlhom nasadení a počas horúcich dní sa vám trochu bude potiť hlava :) :),0,91,17
Redukcia,1,8,1
Dlhý kabel,1,10,2
Dodanie,1,7,1
Pri používaní som mal dojem že mám na hlave slúchadlá za 2€ od vietnamca.,0,73,14
"Vôbec nepriliehaju,ťažké a zvuk je katastrofa,treba si radšej priplatiť a kúpiť lepší model.",0,92,13
So značkou Koss som býval spokojný ale toto je odpad!,0,53,10
zodpovedal technickému popisu,1,29,3
Velke,1,5,1
Prijemne hraju,1,14,2
"Velmi dobry konektor, pri ktorom sa nemusite bat ze sa zlomia kable",1,67,12
Za tu cenu velmi dobre,1,22,5
Nastavenie nedrzi a velkost treba velmi casto nastavovat,0,56,8
Potia sa v nich usi,0,19,5
parádne sedia na hlave a ušiach,1,31,6
skvely zvuk,1,11,2
Prijemne hraku,1,14,2
dobry zvuk za nizku cenu,1,24,5
Pohodlnost na ušiach,1,20,3
Silný kábel,1,11,2
Slabší zvuk čakal som lepší ale za tu cenu no tak stačí...Kupil som si Philips she 3590 a hrajú ovela lepšie,0,108,21
"rýchle dodanie , kvalita tovaru",1,31,5
kvalitny zvuk,1,13,2
"hruby, nerozvetveny kabel",1,25,3
ergonomia,1,9,1
dizajn (tie kridelka sa mi nepacia :),0,37,7
"kozeny potah molitanov okolo usi pravdepoodbne nevydrzi moc dlho, posobi nekvalitnym dojmom",0,91,12
Pohodlne.,1,9,1
"Dobre vysky, bassy.",1,19,3
ZLE stredy.,0,11,2
"Otrasny, plechovy zvuk.",0,23,3
šeptají,0,7,1
Kabel v něm příliš nedrží,0,25,5
super vychytávka,1,16,2
rozbočovač funguje i pro společnou televizní anténu,1,51,7
jednoduché zařízení,1,19,2
"docela vysoký útlum signálu, kdo má horší vstupní signál, může to být problém",0,77,13
volnější konektory,0,18,2
To je ten správný rozbočovač se správnými výstupy a vstupy,1,58,10
Rozdíl v kvalitě není nijak patrný,1,34,6
Nic jsem nenašel,0,16,3
Funguje to.,1,11,2
"Rozbočovač, co dodat, funguje",1,29,4
"nefunkční , šel jen jeden výstup a na druhém bez multiplexu ČT",0,62,12
"Splňuje, co má.. Tato redukce je správná pro propojení do TV zásuvky a následné připojení dvou kabelů k dvěma TV.. Pozor na záměnu s jinými rozdvojkami na samec samice.. Jsou zde špatně vyobrazeny všechny konce rozbočovače a není kolikrát v popisku zřetelné o jaký rozbočovač se jedná",1,284,47
"Nic, funguje tak, jak má",0,24,5
nezaznamenala jsem zadny utlum,1,30,4
funguje výborně,1,15,2
nekolik let pouzivani a bez problemu,1,36,6
"Solidní zpracování, funguje bez problémů",1,40,5
je kovový,1,9,2
trochu větší úbytek,0,19,3
Plní svou funkci jak má,1,23,5
Klasika za pár korun,1,20,4
U toho není nic k popisování. Prostě funguje.,1,45,8
normálně funguje,1,16,2
Prostě rozbočovač TV signálu - funguje jak má.,1,46,8
Šikovná,1,7,1
útlum signálu,0,13,2
standardní elektrosoučástka,1,27,2
Za cenu stačí,1,13,3
Nizká ztráta kvality signálu (i po připojení několik za sebou),1,62,10
Spadává z něj kabel,0,19,4
Funkční a to je hlavní,1,22,5
poměrně velký útlum,0,19,3
Funguje skvěle,1,14,2
Po doručení jsem našel doma jinou rozdvojku - jak naschvál.,0,59,10
"Rozbočí signál, i DVB-C.",1,24,4
"Trošku útlum signálu, projevuje se zejména u DVB-T z pokojové antény - nedá se použít. Pro kabelovku mi ale stačí, tam je signál silnější, takže útlum není tak znatelný.",0,169,29
"Slouží k  propojení pro druhou malou TV,",1,40,7
Bez rušivých jevů.,1,18,3
"kovový, nerozbitný",1,18,2
bez výhrad,1,10,2
plní  svůj účel,1,15,3
"hnusně ""plechový"" - jeden z konektorů byl trochu špatně slícovaný - kabel nešel připojit - musel jsem to ohnout šroubovákem",0,123,20
vcelku vysoké ztráty,0,20,3
mohlo by to být užší...špatný přístup u některých televizorů,0,60,9
Rozbočuje.,1,10,1
útlm signálu,0,12,2
Splnuje,1,7,1
Umí vám udělat z toastu topinku. A nebo taky briketu. Záleží jen na vás a vaší šikovnosti.,1,90,17
"Pěkné zpracování, úchyt kabelu, celkově hladký chod",1,51,7
"Malý zdvih, topinku lovíte zevnitř a popálíte si prsty",0,54,9
"po půl roce bezvadně práce zasekl se chleba a vypálil ho, musíte dávat pozor :(",0,79,15
"Nelze pořádně vysypat drobky, ovládání intenzity opékání není dobře vyznačené",0,77,10
"Skvělý, rychlé opečení toustu",1,29,4
"Zatím dvakrát nevypnul, uvidíme co bude dál 🙁",0,45,8
Široký prostor pro silnější chléb,1,33,5
Tácek na drobky,1,15,3
"Menší kvalita zpracování, ale za tu cenu dostačující",0,52,8
"Vzhled, funguje",1,15,2
dobrá kvalita za rozumnou cenu,1,30,5
"když se přístroj spustí, po chvíli strany jsou dost horké, je potřeba být opatrný",0,81,14
"Super, dělá to co má",1,20,5
"Žádné,snad jen to, že by to mohlo dojet koupit chleba :)",0,56,11
Mám již třetí kousek v rodině a všechny chodí jak mají,1,54,11
"za ty prachy, super",1,19,4
druhé opékání již peče více než první (protože už to je rozehřáté),0,66,12
"Za slušnou značku dobrá cena. Zatím ho mám krátce, ale nemám žádné výhrady.",1,75,13
"Zatím v pořádku, mám ho velice krátce, čili hodnocení po tak krátké době , je téměř k ničemu:( ale topí a toastuje dělá co má.",1,126,25
"jak říkám , je to teprve ani ne 14 dní čili nenacházím nic, co by mě zklamalo.",0,78,17
splnuje veskere pozadavky na topinkovac,1,39,5
nedela dobry kafe :),0,20,4
dá se topinkovat nejen toustovej chleba,1,39,6
dělá to co má a dobře,1,21,6
pouze na dva krajíce nebo tousty,0,32,6
"spokojenost,dělá co má",1,22,3
po prvním toustu je potřeba trochu snížit teplotu,0,49,8
"Jednoduchá obsluha, poměr cena-výkon",1,36,4
"Malinko hlučnější vypnutí, ale jde o zvyk",0,41,7
Byl zadarmo k něčemu.,1,21,4
"Ani zázračný, ani špatný.",0,25,4
Prostě toastovač,1,16,2
dobře funguje,1,13,2
"Funguje bez problému léta, snadná údržba, vyndávací podstavec na drobky je velmi praktický.",1,91,13
"Dělá přesně to, co očekáváte.",1,29,5
Nevím o žádných.,0,16,3
"po čase vnitřní část rezne, nevadí však ničemu, jen je to nevzhledné",0,68,12
Cena - s ohledem na nerez provedení super,1,41,8
funguje ale,1,11,2
nepropéká rovnoměrně,0,20,2
priestor je dosť široký aj na hrubší kus chleba,1,47,9
menej kvalitné spracovanie. Uvidíme ako dno vydrží,0,50,7
funguje presne podla popisu,1,27,4
po 2 pouzitiach prestal fungovat,0,32,5
nekvalitne spracovanie spinaca,0,30,3
nema hore drziak na zohrievanie peciva,0,38,6
pochutil som si,1,15,3
"bol to darček, ale dizajn bol pekný",1,35,7
zatiaľ bez problémov funguje,1,28,4
pomer kvalita/cena,1,18,2
trochu nerovnomerne opeká tousty,0,32,4
moc se mi líbila barva,1,22,5
mřížka je trochu nízko při vytažení toastu.,0,43,7
Zatím super!!!,1,14,2
Funguje přesně podle mých představ,1,34,5
Toustovač splnil mé očekávání. Funguje tak jak má.,1,50,8
Dobře vypadá.,1,13,2
"Není nahoře placatej, nedá se tam nic položit.",0,46,8
"pokud člověk peče větší množství, musí postupně stahovat sílu pečení, jinak si toasty spálí",0,91,14
Dělá co má a dobře,1,18,5
"Dela vyborne , to proc jsme ho zakoupili",1,40,8
"Pekný na vzhľad, ľahký a skvelý svojimi funkciami. Odporúčam do kuchyne pre milovníkov hrianok.",1,95,14
Pekný dizain,1,12,2
Plne funkčný,1,12,2
Viac možností použitia,1,22,3
Sencor,1,6,1
Za danú cenu dobrý a pekny výrobok.,1,35,7
Kabel se po pár měsících láme,0,29,6
I při délce 5m není úbytek napětí moc výrazný a bezpečně napájí autokameru,1,74,13
funguje pro 240hz na fullHD,1,27,5
"Asi největší výhodou propojovacího kabelu je, že se s ním dají dvě věci propojit. Na blbou otázku, blbá odpověď.",1,112,19
Dost tenký,0,10,2
Trochu silnější průměr,1,22,3
"Naprosto úžasný kabel,  dle mého názoru by takovýto kabel měl mít doma každý.  Aspoň",1,84,14
Dva v každé místnosti.,1,22,4
na propojení k autokameře a autorádia perfektní. Nastartuji a po zapnutí rádia se zapne i kamera.,1,97,16
nefunguje pro midi controller,0,29,4
"plně funkční, pevné konektory",1,29,4
mohl být použit trochu tenčí kablík,0,35,6
Funkcnost,1,9,1
kvalita pochopitelně odpovídá ceně (dlouhou životnost rozhodně nečekejte),0,73,8
"cena, dlzka",1,11,2
zbytocne hruby.,0,15,2
Jeden PS3 ovladač přes kabel funguje (dodatečně kupovaný),1,57,8
Druhý PS3 ovladač přes kabel nefunguje (originál z krabice),0,59,9
Dostačná délka za rozumný peníz,1,31,5
Cena dlzka,1,10,2
mega kabel,1,10,2
"po dvou letech intenzivního používání se trochu viklá mini USB konektor, ale funguje spolehlivě dál",1,99,15
Na tu vzdalenost stale dobry tok dat,1,36,7
Zatim nic,0,9,2
"Plní, co jsem potřeboval. Prostě bez připomínek",1,47,7
"mno coby, je to kábl",1,20,5
pro moje účely dostačující,1,26,4
mám přes něj propojen externí HDD 1TB WD a vše OK,1,49,11
funguje perfektne,1,17,2
Lze využít jako prádelní šňůra se sledováním vypraného prádla webkamerou.,1,73,10
prostě fungující kabel :-D,1,26,4
funguje s napájeným diskem 3.5,1,30,5
čtení bez problémů,1,18,3
U zápisu občas hází disk chyby,0,30,6
"Pořádný kabel za rozumnou cenu. Používám jako napájecí ""prodlužku"" pro kameru živenou z USB.",1,92,14
Dostatočná dĺžka,1,16,2
"Náhrada za starý PS3 kábel, ktorý nevyhovoval svojou dĺžkou",1,59,9
Možno trochu neohybný a po ohnutí sa nevracia na pôvodný tvar (dá sa s tým vyhrať),0,82,16
"Funguje. Nabijam s nim kameru v aute a bez problemov ju utiahne. Predtym som mal nejaky smejd ""Premium cord"" a to bol len cierny gumeny spagat...nic to nerobilo.",1,161,28
rýchly,1,6,1
nenápadný,1,9,1
