text,label
obsahuje dostatečné funkce pro běžné využití,1
pilka,1
"Kvalitní univerzální nůž, ostrý, účelná pilka, značka.",1
"Chybí jakékoliv pouzdro, stačilo by obyčejné.",0
"super, jak to bývá u Victorinoxu",1
NOZIK OPET NEZKLAMAL VSE OSTRE PILKA REZE VETVE JAK PO MASLE,1
ZADNE,0
"Klasika, která funguje jak má.",1
Snad jen cena.,0
Victorinox,1
"čekal jsem od toho víc, je to takovej normální kapesní nůž,jen je kvalitně vyroben.",0
Pekny darek.,1
cena,0
> skvělý nůž na cesty,1
> kvalitní materiál,1
Švýcarská kvalita,1
"Obsahuje téměř vše, co člověk běžně používá",1
Nemá nůžky,0
kvalita,1
spolehlivost,1
snadné použití,1
precizní provedení,1
rychlost vyřízení a kvalita.,1
Používám ho už dlouho a jsem velmi spokojený. Tenhle byl jako dárek.,1
Absence jekéhokoliv obalu.,0
"Malý, skladný. Keby bol o dva cm väčší, bol by ešte viac praktickejší, upotrebiteľný.",1
victorinox,1
Pekný design.,1
Zmestí sa do vrecka.,1
"Povrch črienok je lesklý a hladký, zrejme bude náchylný na poškriabanie.",0
Skvely ako prvy nozik,1
Perfektné,1
Pomer cena/vykon,1
Perfektný vianočný darček pre hubára,1
"Splnil svoj účel.....má všetko, čo potrebujete",1
švajčiarská kvalita,1
vsetko,1
"nema puzdro, aspon latkove mohli pribalit",0
victorinox :),1
"splnil očakávania, nosím ho stále pri sebe",1
nič,0
Super,1
kompaktní,1
nůžky,1
Victorinox...,1
Vše důležité,1
Ostrý,1
můj první v této kategorii a je úžasný jsem rybář a miluji přírodu tenhle nůž se hodí na vše.,1
"Malý, skladný, mnoho funkcí",1
Victorinox je Victorinox :),1
Nic,0
je ostrý,1
švýcarská kvalita,1
nůžky krásně stříhají,1
Věry good,1
Osvědčená značka,1
kvalita bez kompromisů,1
Victorinox - není co dodat :-),1
Kvalita provedení,1
Léty osvědčené zboží,1
Dobrá ocel (pozor na napodobeniny),1
Univerzální funkce,1
Špička ve své třídě,1
nenapadá mne,0
"má vše co potřebuji- nůžky, vývrtka a nůž:)",1
Elegantní barva,1
KKlasická kvalita,1
prostě švýcarák - pravý,1
nic,0
značka mluví za všechno,1
nic,0
"No comment, swiss nůž :-).",1
Malý,1
Šikovný,1
Dobre vybavený,1
Plast sa ľahko poškrabe,0
"klasika, léty prověřená kvalita",1
Koupila jsem ho přiteli a je z něj nadšený,1
Praktický,1
Ostré nože,1
Ideální  na cesty,1
"Tieto vreckové nože sú skvelým darčekom, kúpil som už po niekoľkýkrát.",1
veľa funkcií,1
"kvalitné, ostré nože a hlavne nožničky!",1
kompaktný,1
kvalitný švajčiarsky nôž,1
Roky používam,1
"3x kúpený, často strácam",1
kvalita,1
Podľa očakávaní (cena vs. kvalita vs. váha... ),1
Victorinox by mohol pri týchto tenkých vyhotoveniach ísť s dobou a pridávať aj sponu na vrecko-opasok,0
"Sympatický,nevelký nůž.Akorát do kapsy.",1
Má užitečné funkce.,1
Za mě dobrý.,1
cestovní rozměry,1
švýcarák bez kompromisů,1
funguje,1
nic,1
Provedení,1
Kvalita zpracování - prostě Švýcaři,1
Nic,0
Kvalita provedení,1
Nemá chybu,1
Supr kvalita.,1
"Na živo ten maskáč vypadá mnohem lépe, než na obrázku.",1
"PO 25 letech používání měním za stejný model. Pro běžné využití je skvělý, bez zbytečných čepelí.",1
Vše co potřebuji,1
nic co nepotřebuji,1
Nic,0
"kvalitní, pěkný vzhled, barva i po letech drží",1
velikost akorát do ruky,1
"vůbec nic, koupila bych ho znovu",0
"Super, neni co vytknout. Kupovala jsem jeden pro sebe a jeden pro tatu.",1
"Stehuju se do jine zeme a bude se mi hodit, nemusim tak s sebou tahnout spoustu veci.",1
"Damy, pozor na nehty, je treba se s tim naucit, aby jste neponicily manukuru :-)",1
Mnoho funkci,1
Ponekud tezsi otevirani jednotlivych nastroju,0
"Kvalita odpovídající renomé značky, navíc koupeno v rámci akce za příjemných 549,-",1
Nemá,0
praktické,1
Cena ve slevě,1
Super kvallita,1
Vše,1
Potřebné k práci i dalším činnostem,1
"Vše, co potřebuji",1
Nejlepsi vec na svete,1
"vše co potřebuji, nic navíc a stále je to malý nůž do kapsy",1
"svycarak je svycarak, byl, je a bude",1
Spoľahlivý pomocník,1
Švýcarská kvalita (vím to už mám asi desátý ??),1
Tento se nesmí ztratit v lese ??,0
ok,1
spolahliva pomocka v terene,1
cena,1
kvalita,1
spolahlivost,1
Akuratne do vrecka,1
Super sikovny,1
Prisiel bez skrutkovača ktory je zobrazeny na druhej fotke vo vývrtke,0
"Malý, teda sa dá nosiť na klucoch",1
multifunkčné,1
ľahké otváranie,1
dizajn,1
modrá nádherná farba,1
nôž je trochu tupí,0
Ok,1
"Švajčiarska kvalita, stále vo vrecku",1
Nie,0
Pekná farba,1
Multifunkčnosť,1
Cena,0
K švajčiarskym nožom net čo dodať.... Skvelý,1
Perfektný.,1
Kazdý poriadny chlap by ho mal mat vo vrecku!,1
Vše v jednom,1
Švýcarska kvalita,1
"Splňuje moje požadavky, proto jsem si jej vybral.",1
Prostě Victorinox,1
Dobrý balanc mezi počtem nástrojů a velikostí,1
Kvalitní,1
Užitečný,1
klasika,1
"Prostě ""švýcarák"", není co dodat...jen by mohl mít ještě šroubováček ve vývrtce a špendlík.",1
Nůž co se týče kovové části tak nezklamal.,1
Střenka po dvou týdnech nošení v kapse vypadá hodně podobně jako na deset let starém předchůdci.,0
Kvalitní klasika. Velmi užitečný pomocník na každý den,1
Vyrobeno ve Švýcarsku,1
Cena,1
Střenky se rychle poškrábou a jsou křehké,0
Klasika která nezklame.,1
No Victorinox,1
Nemá,0
funguje,1
"Nůž má velmi dobrou výbavu včetně nůžek, pilky, většího a menšího noře, otvíráků, vývrtky, pinzety a párátka.",1
"Prostě perfektní švýcarský nožík, který nikdy nezklame. Má i očko s kroužkem na pověšení.",1
"Větší nůž má velikost 6 cm, takže by mohl projít snad i kontrolou na letišti.",1
nůž je přeolejovaný,1
nůž je přeolejovaný,0
Vynikající produkt ostrý a univerzální,1
Kvalita a zpracování,1
Švýcarska kvalita,1
Nejsou,0
"plně vyhovuje, koupil jsem si jej po deseti letech znovu",1
Naprostá klasika. Tato varianta je nejlepší (nikdo mě nepřesvědčí o opaku). Nůž má vše důležité a přitom je ještě rozumně tlustý.,1
Naprosto nic.,0
"kvalita, kvalita a zase jen kvalita",1
Vynikající,1
Klasika,1
nuz neni uplne ostry,0
MacGyver :-D,1
osvědčená kvalita,1
optimální skautský nůž,1
Šikovný pomocník do kapsy,1
Kvalitny vyrobok,1
ideální nůž pro ženu,1
Multifunkční,1
Velmi kvalitní zpracování,1
Úžasně ostré nůžky i čepelky nožů,1
Samé praktické funkce,1
Pilka se skvěle zahryzává do dřeva,1
Lesklé plastové střenky se docela rychle poškrábou i během běžného nošení v kapse u kalhot,0
"malý, kompaktní",1
Výborný nůž s mnoha užitečnými funkcemi.,1
Jeden z nejpoužívanějších nožů YouTubera a ambasadora Victorinoxu Felixe Immlera.,1
"Jako špendlík lze použít obyčejný z šití, ale je o trošku kratší než od Victorinoxu.",1
"Lze uživatelsky vyměnit střenky za jiné např. pro SwissChamp/Huntsman Lite, do kterých lze osadit i tlakové pero.",1
"Nemá pero, ale lze upravit tak aby se tam dalo dát.",0
"Špendlík do střenky, šroubováčky nebo FireAnt do vývrtky je třeba dokoupit.",0
Perfektní zpracování,1
Vyrobeno ve Švýcarsku,1
"Trochu vyšší cena, ale za tu kvalitu a použitelnost to stojí!",0
Bezva nožík,1
Perfektní ostří. Naprosto bezkonkurenční nůžky. Stříhají téměř jako štípačky.,1
nevím,0
super,1
"Malý, skladny, Dobre vybaveny",1
"špičková ocel, skvělé ostří, mnoho funkcí",1
NIC!,0
je to Supr nožík,1
za ty prachy není co řešit,1
ma nuzky i pilku,1
Nema pojistku,0
Spousta funkcí,1
Nic,0
Dobra cena,1
Perfektní,1
Klasika na cely zivot,1
Mohli by prodavat rovnou s futralem,0
Výborný nůž,1
Mnoho funkcí,1
Doporučuji,1
Skvělé zpracování,1
Cena/výkon skvělý poměr,1
"Asi nejideálnější verze švýcarských multifunkčních nožů, najdete tu opravdu vše co potřebujete a navíc je jeho váha/cena/velikost v ideální kombinaci",1
"Doporučuji zakoupit pouzdro, aby se nůž nepoškrábal.",0
kvalitní spracování,1
"Sice drahý nůž, ale kvalitní.",1
"Mnoho funkcí, kvalitní provedení",1
Nejsou,0
Kvalita,1
nic,0
Kvalita Victorinox,1
Skvělá klasika!,1
Kvalitní praktický,1
mohl by být s pouzdrem,0
Miluju ho! Otevřeš si s ním lunchmeat i nastříháš papíra :D,1
Chybí rýsovací pomůcka :(,0
Lepší už to být nemůže.,1
Nejsou,0
zpracování,1
funkce,1
cena,1
nenašel jsem,0
"mohl by byt i trochu ostrejsi jinak super!Nevikla se , pilka a nuzky na urovni!",1
"myslel jsem, ze by ho mohl vyrobce nabrousit na ziletku, kdyz to je znacka!",0
"Rozumná veľkosť, kvalitné spracovanie",1
Nůžky opravdu stříhají. Kvalitní pomocník na cesty.,1
Hodně funkcí,1
Kvalitní materiál i konstrukce,1
"Některé aplikace jsou zbytečné, například háček, zatímco třeba chybí pilník.",0
Dobrá kombinace mezi funkcemi a velikostí,1
pilka na dřevo,1
pružinka u nůžek časem nestačí rozevírat nůžky (asi potřeba vyčistit),0
Skvělá ocel a prakticnost,1
Zadne,0
cena,1
kvalita,1
žiadne,0
"Tento noz pouzivam uz desiatym rokom, a kupil som si dalsi mozem len odporucat na vsestranne vyuzitie ci v domacnosti alebo v lese pomocnik aj do auta nosim ho stale so sebou.",1
Ziadne,0
"Nůž má všechno, co jsem potřebovala, je poměrně malý a lehký, ideální na turistiku.",1
"Jeden z nástrojů jde těžko vyndat (to špičaté vedle vývrtky), ale přiložen je i návod na případné promazání.",0
"Vše co je potřeba mít při sobě, v kapesním provedení.",1
koupeno jako dárek,1
"majitel spokojen, zatím nepoužity všechny funkce :-)",1
"nosí jej neustále při sobě, uvádí, že lehce nahradí základní nářadí",1
"nenalezeny, ani po téměř roce používání",0
výborný poměr ceny a kvality,1
nejsou,0
Naprostá spokojenost,1
Nic,0
Rychlost dodání - i v předvánočním čase,1
nepoznala jsem žádné,0
"Výborná cena, klasika kvalita",1
-,0
super,1
Všestranný pomocník,1
Cena,1
Rýchlosť dodania,1
Nie su,0
Predtým som už mala takýto nôž a Victorinox je kvalita,1
Nosím ho stále pri sebe,1
Praktický pomocník aj pre ženy,1
Lepšiu pinzetu som nikdy nemala,1
Nožičky sú precízne,1
Proste Victorinox,1
Kvalita,1
Dizajn a prepracovanie,1
"Skladnost,nozik je akurat do vrecka",1
Nozik ma vela praktickych moznosti presne ako udaval popis produktu,1
Primerana cena,1
Ostrá oceľ od kúpy,1
Kvalitné prevedenie,1
Neskutočne funkčná pilka na drevo,1
Skrýša na ihlu alebo špendlik pri vyvrtke,1
Ostré nožničky,1
Maximálna spokojnosť,1
Vhodny na kazdodenne pouzivanie,1
Komfortne nosenie vo vreckach,1
Vela moznosti pouzivania,1
Originál je originál,1
"Super pomocník, hlavne ak ho nosíte na opasku v púzdre a je tak non-stop k dispozícii!",1
Vždy po ruke,1
vyrobený v Švajčiarsku,1
Sám vari obedy a večere,1
Cena/výkon,1
Zvykne sa ľahko stratiť odporúčam dokúpiť airtag,0
Victorinox je záruka kvality,1
vynikajúci nožík,1
svajciarska kvalita,1
dodanie perfektne,1
ziadne,0
"Pouzdro bylo doručeno bez obalu, naštěstí bez poškození",0
Je hezký... fakt značka 🙂,1
Praktický,1
Kvalitní zpracování,1
Materiál nepůsobí zrovna jako pravá kůže.,0
Není co vytknout,1
Je to pravá kůže,1
Kvalitní zpracování,1
Opakovaná koupě,1
Nůž a pouzdro patří k sobě,1
po par tydnech nose se pouzdro roztrhlo... koze se oddelila od latkove casti,0
příjemná kvalitní kůže,1
vhodná za opasek,1
materiál,1
zpracování,1
design,1
Pěkné a kvalitní pouzdro. Vejde se i na širší pásek.,1
"Kůže, vypadá dobře.",1
NIC,0
Dobre zpracovani,1
Kuze,1
Suchy zip uz z principu nemuze mit 98% spolehlivost,0
pěkné,1
Na Victorinox HUNTSMAN padne jako ulitý.,1
Super pouzdro.,1
"Pekne spracovanie, kvalita....dostal som co som ocakaval...",1
Zatial ziadne,0
originál puzdo,1
suchy zips - opotrebenie časom iste nastane :),0
Kvalitně provedené.,1
Není jasné co je určení pro 3 želízka.,0
"Zpracování, velikost",1
Cena,0
Elegantné a perfektne pasujúce na Victorinox Bundeswehr.,1
Suchý zips na koženom puzdre je nezmysel. Mali tam dať cvok.,0
Vzhledově pěkné,1
"Na kožené pouzdro se moc nehodí ten suchý zip, hodil by se nějaky patent nebo něco podobného.",0
pravé kožené pouzdro,1
kvalita zpracování - i po třech letech používání nejeví žádné známky opotřebení,1
Kvalita provedení.,1
solidní provedení výrobku,1
dobrá cena,1
"Hezké, odolné, velikostí akorát.",1
Pevný,1
Zapínanie na suchý zips,0
Hruba koza,1
Kvalita za nizku cenu,1
na opasok,1
cena cena cena,0
suchý zips,0
puzdro fajn aj ked cele špinavé,1
"špinavé puzdo,zamastene,špina na povrchu, nezabalene,neviem puzdro za 30 eur a žiadne ani papierové balenie-hodene v alzaboxe v kúte",0
Dobrá cena,1
Asi ten suchy zips,0
"po pár dnoch sa suchý zips odtrhol, musel som si u obuvníka nechať púzdro opravovať",0
"Veľmi pekný vzhľad, kupoval som ho pre VICTORINOX Outrider",1
Suchý zips,0
pekné praktické kožené púzdro,1
aj na široký opasok,1
na mieru,1
"trochu sa obávam výdrže suchého zipsu ak sa do nho nachytajú nečistoty, vlákna z oblečenia ...",0
"na noz soldier sedi velmi dobre, prijemna koza, spokojonost,",1
1,1
3,0
"mohlo byt pouzite zapnutie na iny system, nie suchy zips",0
Perfektní brousek,1
Funguje skvěle,1
Snadné použití,1
Na cesty perfektní,1
Velikost - o něco větší než propiska,1
Funguje,1
Lehké použití,1
Déle mi ničím nesmel nabrousit kapesní nožík s tady tím to šlo jedna báseň,1
Celkem malý praktický,1
Jednoduché broušení,1
Jednoduchý,1
Dokonale naostří,1
Ideální velikost pro kapesní nože,1
funguje,1
po velkém úsilí nabrousí malý kapesní nůž,1
kapesní cestovní provedení pro nouzové použití,1
"takové nadšení, jako ostatní recenzenti nesdílím. Jakýchkoliv levnější brousek nabrousí lépe a rychleji.",0
"zbytečně vysoká cena, která se platí za značku",0
"totální šunt. Spadl na zem v zavřeném pouzdře a brousek se v polovině zlomil. Hlavně,že je to cestovní.",0
Kapesní velikost,1
Mohl by být větší,0
funguje,1
Fakt funguje,1
Brousek stále při ruce.,1
10,1
jednoduše skvělý,1
"malý, skladný",1
super dělá co má a je skladný super věc,1
"Skladný,velice jednoduché broušení,odolný",1
Kratší kryt brousku jde těžko otevírat ale věřím že po delší době problém zmizí,0
kvalita,1
design,1
Perfektní cestovní brousek s ocílkou.,1
Skvěle ostří a je malý a skladný na broušení kapesních nožů je naprosto ideální a skvěle jse s ním manipuluje.,1
Skvělá kvalita a nádherný design Made in Swiss.,1
"Super věc,a funguje.",1
"Opravdu funguje, jak má a jde s ním nouzově, ale velmi dobře nabrousit i velký kuchyňský nůž.",1
Velikost trochu větší a tlustší propisky nezabere místo v batohu ani kapse.,1
Všechny části u sebe pevně drží.,1
Cena.,1
"Zatím jsem našel jen jednu nevýhodu - předchozí brousek se díky své velikosti někam dobře schoval, a ne a ne se objevit. Proto jsem koupil podruhé ;-)",0
ostří dobře,1
Na jemné přeostření kapesního nože  ideální,1
Jednoduché a rychlé,1
Nic,0
Brousí dobře,1
Nabrousi cokoliv,1
"Skladny, clovek ho muze nosit stale s sebou",1
Drzak na opasek casem povoli,0
Swiss,1
Malý a lehky,1
Jednoduše skvělý,1
Snadné použití a nůž ostrý jako nový,1
Nic,0
na levny noze ideal,1
Výborná vychytávka,1
dobre obtahuje!,1
jen pro kapesni nuz!,0
"Veľkosť pera je ideálna, veľmi ľahko sa tým brúsia čepele",1
Překvapivé výsledky..,1
"cena, kvalita",1
Moc hezká věc pro takové to domácí broušeníčko :-),1
"ˇ3ikovný do vrecka,nie len doma ale hlavne vonku v prírode,dobrúsiť pri rezaní slaninky a pod.Treba zaobchádzať jemne.Tým sa nôž aj kvalitne naostrí a nepoškodí.Nieje to pílnik čo sa použiva v zámočnickej dielni na obrusenie zábradlia",1
Záleží na zakaznikovy ako snim zaobchádza.Len jemná práca.,0
Dost solidní brousek,1
"Docela se bojím, že se časem zlomí ale možná se pletu",0
Pro méně zručné určitě ideální brousek,1
"rozmery, skladnost",1
cakal som viac ... pre mna len nudzove brusenie ...,0
spokojen,1
nic,0
brousí dobře,1
to keramické V na druhé straně se mi hned na začátku rozlomilo,0
"funguje jak ma, nože jsou krasne ostre a da se pouzit i na brouseni rybarskych hacku:)",1
brousek malý a velmi účinný,1
Spokojen,1
Nic,0
značka Victorinox,1
pěkná stylová bruska na nože,1
pevný matný plast (neprokluzuje v ruce),1
dva způsoby ostření,1
velikost jako střední popisovač,1
na zadní straně obalu vytisknutý plánek pro správné zacházení při broušení nože,1
žádné nemá,0
skvelá na všetky modely nožov Victorinox,1
Nato že táto sranda stoji 12 eur brúsi prekvapivo dobre,1
Nabrúsil som s ním všetky kuchynské nože aj 2 Victorinoxi,1
praktičnosť,1
brúsi super,1
fajn je časť na presné tvarovanie čepele,1
"spratné, kvalitné prevedenie (čo iné očakávať od viktorinox),",1
zatiaľ nič,0
šikovný brusič,1
2 v 1 brusok a z druhej strany ocielka,1
"malý, spratný",1
"skvelý na dovolenku - keď dôjete na chatu a erárne nože sú pootupjevjanejšie, než autor tohto breptu, je to skvelá prvá pomoc",1
"nie je to na profi brúsenie, takže nôž nebude ostrý ako žiletka, ale na svoje určené použitie viac než dobrý",0
Vrecková brúska ale na menšie nože.,1
"Malá veľkosť a váha, o čosi hrubšia ako pero.",1
nic,0
noze su po nabruseni velmi ostre,1
super brúska,1
kuchynské nože brúsi špičkovo,1
rozmer,1
cena,1
dobře se s nim manipuluje.,1
krouzek za upevnenin vertrikalni tyce by nemusel preskakovat přes zavit při utahovani,0
"Dá se složit a uklidit tak, že nezabírá moc místa.",1
"Na složení potřeba dva lidé, jinak hrozí riziko úrazu.",0
"mobilní,skladné",1
zatím žádné,0
Velký rozsah nastavení,1
"při plném vysunutí vratké, což se dalo čekat",0
"mobilní,skladné",1
zatím žádné,0
dobře se s nim manipuluje.,1
krouzek za upevnenin vertrikalni tyce by nemusel preskakovat přes zavit při utahovani,0
"Dá se složit a uklidit tak, že nezabírá moc místa.",1
"Na složení potřeba dva lidé, jinak hrozí riziko úrazu.",0
Velký rozsah nastavení,1
"při plném vysunutí vratké, což se dalo čekat",0
"cena, konstrukce",1
?,0
"Horší funkčnost při uklízení. Při rolování se s tím musí člověk trochu prát. Nelze úplně vyrovnat, je malinko nakřivo.",0
"Slušný, veľký obraz",1
Dobré skladovanie,1
Jednoduché rozkladanie a skladanie,1
Pomerne ťažké,0
"Pozor na prevoz - ledva som to vpratal do auta, do niektorých áut sa to možno ani nevojde",0
S plátnem naprostá spokojenost,1
V balení není obal na přenášení plátna,0
Velký rozsah nastavení,1
"při plném vysunutí vratké, což se dalo čekat",0
dobře se s nim manipuluje.,1
krouzek za upevnenin vertrikalni tyce by nemusel preskakovat přes zavit při utahovani,0
"Dá se složit a uklidit tak, že nezabírá moc místa.",1
"Na složení potřeba dva lidé, jinak hrozí riziko úrazu.",0
"mobilní,skladné",1
zatím žádné,0
dobré plátno,1
nekroutí se,1
mechanické => není co rozbít,1
"Po roztažení nejsou okraje rovné, vlní se.",0
"v porovnání s promítáním na natřený sádroš to bylo to stejné, nevyplatí se kupovat",0
"Ačkoli o kvalitách nepochybuji,...",1
"tahle věc k tomu projektoru byla přiložená úplně zbytečně, prakticky to nevyužijeme (je to celkem malé), promítáme rovnou na zeď.",0
Fakt velký plátno,1
Až moc velký.....,0
Ideální volbou k projektoru BenQ W1070,1
"Plátno bylo v ceně projektoru, jsme s ním spokojeni, výhledově budeme investovat do elektrického.",1
Bytelné,1
Váha,0
rozměr,0
"dobré plátno, nemám možnost srovnání, ale zobrazuje hezky",1
Kvalitní plátno. Kvalitní bílá promítací plocha.,1
"Po roztažení nejsou okraje rovné, vlní se.",0
"v porovnání s promítáním na natřený sádroš to bylo to stejné, nevyplatí se kupovat",0
dobré plátno,1
nekroutí se,1
mechanické => není co rozbít,1
"Ačkoli o kvalitách nepochybuji,...",1
"tahle věc k tomu projektoru byla přiložená úplně zbytečně, prakticky to nevyužijeme (je to celkem malé), promítáme rovnou na zeď.",0
Fakt velký plátno,1
Až moc velký.....,0
Ideální volbou k projektoru BenQ W1070,1
"Plátno bylo v ceně projektoru, jsme s ním spokojeni, výhledově budeme investovat do elektrického.",1
Bytelné,1
Váha,0
rozměr,0
"dobré plátno, nemám možnost srovnání, ale zobrazuje hezky",1
Kvalitní plátno. Kvalitní bílá promítací plocha.,1
"Za 2159kč bych asi zvážil opět jeho koupi, za aktuální cenu přes 3000kč bych hledal jinou variantu",1
Vybráno protože vyhovují rozměry,1
Po dvou dnech začal mechanismus při stahování vrtaz,0
Někdy je třeba vícekrát provést finální zatažení,0
zatahování je potřeba provádět opatrně - nemá brzdu,0
"Po dvou letech měním hodnocení na pouhé 2*, důvody:",0
"Plátno je zvlněné a to všude. Ze začátku byly ohnuté pouze okraje, nyní již několik vln po celé ploše.",0
"Pro projektory s dobrou svítivostí a full HD rozlišením mi přijde povrch plátna nekvalitní - při světlých scénách se leskne a navíc je příliš vidět struktura plátna, takže nevyužijete jemné rozlišení promítaného obrazu.",0
"Som spokojný, príjemne ma prekvapila čierna zadná strana, nebola v popise. Dobre sa rozvíja a zvíja :-)",1
Made in China. A drobnosť - nie sú tam háčiky pre zavesenie na strop.,0
"dobrá manipulace, funkčně OK",1
poměrně velká hmotnost pro dočasné zavěšení (bez montáže napevno),0
"Snadno se stahuje a vytahuje, Obraz je ostrý",1
Oproti bílé stěně není obraz téměř o nic světlejší.,0
při stahování zpět vydává hluk,0
Cena odpovídá kvalitě,1
Nemám,0
je velmy hlucny,0
ideální velikost pro moje potřeby (domácí sledování filmů),1
"na strop lze připevnit jen pomocí háčku / řetízku, přes konzoli jen na svislou stěnu",0
Super roleta,1
"Dobra kvalita, jednoducha i rychla manipulacia vratane ukotvenia. Dobra cena.",1
Zatial bez vyhrad.,0
"používáme ve třídách, bez problémů",1
"Dobre, velke...",1
"Okraje su trochu ohnute. Ked sa platno roztiahne, okraje su vytocene do vnutra... Neviem cim to je.",0
Naprostá spokojenost,1
"Velké, snadno montovatelné.",1
Zatím žádné vlny nedělá.,1
"Po prvním rozvinutí smrdí plastovinou, ale to rychle zmizí.",0
Dobra cena/rozmer,1
zatim zadne,0
Do meetingroomu úplně dostačující,1
Jednoduchá montáž na zeď nebo na strop,1
Kovová konzole rolety,1
Příznivá cena,1
Slušná odrazivost povrchu s jasovým ziskem,1
"Jednoduché řešení pro prostory, kde nemůže být pevné plátno",1
"Největším problémem je kroucení plátna. To je zvlněné jednak vodorovně od toho, jak je natočené na roletě, druhak svisle ve tvaru ""V"" od horních okrajů ke středu. Zvlnění značně ovlivňuje obraz a roviny nebo svislice jsou pak nekoukatelné. Podle výrobce se po rozvinutí plátno za několik dní vyrovná samovolně, což je pravda, ale úplně rovné není a otázkou je, co se stane, až se znovu navine na roletu, zda trpí paměťovým efektem.",0
"Po prvním rozvinutí poměrně intenzivní chemický zápach, který vyvane za pár dní",0
"Absence technických a montážních listů (rozměrů) v popisu zboží - uvádí se jen plocha plátna, ale ne velikost konzole atd. - nutno hledat na webu výrobce.",0
Meli ho skladem,1
Rychle vyrizeni objednavky,1
"Katastrofalni doprava, nic neslo jak melo az po nekolika intervencich se podarilo zbozi dorucit 15 minut pred terminem (3ti den). Prodejce sice za tohle primo nemuze, ale dokud nezvoli jineho prepravce, je to silene.",0
Vysoká odrazivost a velký pozorovací úhel,1
Vhodné projekční plátno pro domácí kino,1
Spolehlivý roletový mechanismus,1
Mohu jen doporučit,1
Nic,0
Začerněný vzadu - nepropouští světlo.,1
"Okraje se kroutí dopředu a člověk je tím pádem ošizen o cca 8cm vlevo i vpravo, kde je promítnutý obraz deformovaný.",0
"Vyborne platno. Bal som sa, ze sa bude krcit, ale nastastie, mne sa to nestalo. Pre moje domace pouzitie je uplne dostacujuce.",1
"Prvych par dni / tyzdnov treba castejsie vetrat, lebo platno chemicky ""intenzivne vonia"".",0
ideální velikost pro moje potřeby (domácí sledování filmů),1
"na strop lze připevnit jen pomocí háčku / řetízku, přes konzoli jen na svislou stěnu",0
Naprostá spokojenost,1
Dobra cena/rozmer,1
zatim zadne,0
Do meetingroomu úplně dostačující,1
Meli ho skladem,1
Rychle vyrizeni objednavky,1
"Katastrofalni doprava, nic neslo jak melo az po nekolika intervencich se podarilo zbozi dorucit 15 minut pred terminem (3ti den). Prodejce sice za tohle primo nemuze, ale dokud nezvoli jineho prepravce, je to silene.",0
Vysoká odrazivost a velký pozorovací úhel,1
Vhodné projekční plátno pro domácí kino,1
Spolehlivý roletový mechanismus,1
Mohu jen doporučit,1
Nic,0
"Za 2159kč bych asi zvážil opět jeho koupi, za aktuální cenu přes 3000kč bych hledal jinou variantu",1
Vybráno protože vyhovují rozměry,1
Po dvou dnech začal mechanismus při stahování vrtaz,0
Někdy je třeba vícekrát provést finální zatažení,0
zatahování je potřeba provádět opatrně - nemá brzdu,0
Super roleta,1
"Dobra kvalita, jednoducha i rychla manipulacia vratane ukotvenia. Dobra cena.",1
Zatial bez vyhrad.,0
"Po dvou letech měním hodnocení na pouhé 2*, důvody:",0
"Plátno je zvlněné a to všude. Ze začátku byly ohnuté pouze okraje, nyní již několik vln po celé ploše.",0
"Pro projektory s dobrou svítivostí a full HD rozlišením mi přijde povrch plátna nekvalitní - při světlých scénách se leskne a navíc je příliš vidět struktura plátna, takže nevyužijete jemné rozlišení promítaného obrazu.",0
"používáme ve třídách, bez problémů",1
"Dobre, velke...",1
"Okraje su trochu ohnute. Ked sa platno roztiahne, okraje su vytocene do vnutra... Neviem cim to je.",0
"Velké, snadno montovatelné.",1
Zatím žádné vlny nedělá.,1
"Po prvním rozvinutí smrdí plastovinou, ale to rychle zmizí.",0
"Som spokojný, príjemne ma prekvapila čierna zadná strana, nebola v popise. Dobre sa rozvíja a zvíja :-)",1
Made in China. A drobnosť - nie sú tam háčiky pre zavesenie na strop.,0
"dobrá manipulace, funkčně OK",1
poměrně velká hmotnost pro dočasné zavěšení (bez montáže napevno),0
"Snadno se stahuje a vytahuje, Obraz je ostrý",1
Oproti bílé stěně není obraz téměř o nic světlejší.,0
Jednoduchá montáž na zeď nebo na strop,1
Kovová konzole rolety,1
Příznivá cena,1
Slušná odrazivost povrchu s jasovým ziskem,1
"Jednoduché řešení pro prostory, kde nemůže být pevné plátno",1
"Největším problémem je kroucení plátna. To je zvlněné jednak vodorovně od toho, jak je natočené na roletě, druhak svisle ve tvaru ""V"" od horních okrajů ke středu. Zvlnění značně ovlivňuje obraz a roviny nebo svislice jsou pak nekoukatelné. Podle výrobce se po rozvinutí plátno za několik dní vyrovná samovolně, což je pravda, ale úplně rovné není a otázkou je, co se stane, až se znovu navine na roletu, zda trpí paměťovým efektem.",0
"Po prvním rozvinutí poměrně intenzivní chemický zápach, který vyvane za pár dní",0
"Absence technických a montážních listů (rozměrů) v popisu zboží - uvádí se jen plocha plátna, ale ne velikost konzole atd. - nutno hledat na webu výrobce.",0
při stahování zpět vydává hluk,0
Cena odpovídá kvalitě,1
Nemám,0
Začerněný vzadu - nepropouští světlo.,1
"Okraje se kroutí dopředu a člověk je tím pádem ošizen o cca 8cm vlevo i vpravo, kde je promítnutý obraz deformovaný.",0
